ID,Date,BIOINFORMATICS DATA ANALYST,"Los Angeles, CA",Hired,Easy Apply,Month,Total Hired per Month,
11641094,3/29/19 13:16,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11641096,3/29/19 13:17,BUSINESS DATA ANALYST,"Moorestown, NJ",FALSE,FALSE,,,
11641105,3/29/19 13:25,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11641115,3/29/19 13:30,BUSINESS DATA ANALYST,"Indian Trail, NC",FALSE,FALSE,,,
11641182,3/29/19 13:45,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11641190,3/29/19 14:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11641202,3/29/19 14:04,BUSINESS DATA ANALYST,"San Diego, CA",TRUE,FALSE,,,
11641209,3/29/19 14:27,BUSINESS DATA ANALYST,"Foster City, CA",TRUE,FALSE,,,
11641235,3/29/19 14:29,BUSINESS DATA ANALYST,"Houston, TX",TRUE,FALSE,,,
11641237,3/29/19 14:47,BUSINESS DATA ANALYST,"Richardson, TX",FALSE,FALSE,,,
11641243,3/29/19 14:50,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11641245,3/29/19 15:30,BUSINESS DATA ANALYST,"Houston, TX",TRUE,FALSE,,,
11641278,3/29/19 15:38,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,TRUE,,,
11641287,3/29/19 15:47,BUSINESS DATA ANALYST,"Brooklyn, NY",FALSE,FALSE,,,
11641365,3/29/19 16:00,BUSINESS DATA ANALYST,"Portsmouth, VA",FALSE,FALSE,,,
11641370,3/29/19 16:22,BUSINESS DATA ANALYST,"Milpitas, CA",TRUE,FALSE,,,
11641385,3/29/19 16:25,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11641391,3/29/19 16:30,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE,,,
11641406,3/29/19 16:30,BUSINESS DATA ANALYST,"King of Prussia, PA",FALSE,FALSE,,,
11641408,3/29/19 16:40,BUSINESS DATA ANALYST,"Mooresville, NC",FALSE,TRUE,,,
11641428,3/29/19 17:00,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE,,,
11641454,3/29/19 17:15,BUSINESS DATA ANALYST,"Northridge, CA",FALSE,TRUE,,,
11641467,3/29/19 17:30,BUSINESS DATA ANALYST,"Palo Alto, CA",FALSE,FALSE,,,
11641482,3/29/19 17:33,BUSINESS DATA ANALYST,"Fort Mill, SC",FALSE,FALSE,,,
11641498,3/29/19 17:53,BUSINESS DATA ANALYST,"San Jose, CA",TRUE,FALSE,,,
11641507,3/29/19 18:12,BUSINESS DATA ANALYST,"Irving, TX",FALSE,FALSE,,,
11641525,3/29/19 18:30,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11641574,3/29/19 18:42,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,FALSE,,,
11641577,3/29/19 18:51,BUSINESS DATA ANALYST,"Fort Worth, TX",TRUE,FALSE,,,
11641584,3/29/19 19:00,BUSINESS DATA ANALYST,"Hercules, CA",FALSE,FALSE,,,
11641610,3/29/19 19:30,BUSINESS DATA ANALYST,"Los Angeles, CA",TRUE,FALSE,,,
11641639,3/29/19 20:00,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11641641,3/29/19 20:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11641643,3/29/19 20:00,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,FALSE,,,
11641645,3/29/19 20:15,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE,,,
11641654,3/29/19 20:24,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11641655,3/29/19 20:30,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11641657,3/29/19 21:00,BUSINESS DATA ANALYST,"Santa Clara, CA",TRUE,FALSE,,,
11641658,3/29/19 21:00,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE,,,
11641663,3/29/19 22:00,BUSINESS DATA ANALYST,"Houston, TX",TRUE,FALSE,,,
11641672,3/29/19 22:10,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11641686,3/29/19 22:19,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11641690,3/29/19 22:20,BUSINESS DATA ANALYST,"Jersey City, NJ",FALSE,FALSE,,,
11641698,3/29/19 22:25,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,TRUE,,,
11641702,3/29/19 22:30,BUSINESS DATA ANALYST,"Florham Park, NJ",TRUE,FALSE,,,
11641724,3/29/19 22:30,BUSINESS DATA ANALYST,"Long Island City, NY",FALSE,FALSE,,,
11641725,3/29/19 22:30,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE,,,
11641741,3/29/19 22:35,BUSINESS DATA ANALYST,"Broomfield, CO",FALSE,FALSE,,,
11641745,3/29/19 22:40,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11641766,3/29/19 23:00,BUSINESS DATA ANALYST,"Plano, TX",TRUE,FALSE,,,
11641768,3/29/19 23:00,BUSINESS DATA ANALYST,"Indian Trail, NC",TRUE,FALSE,,,
11641773,3/29/19 23:00,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE,,,
11641790,3/29/19 23:10,BUSINESS DATA ANALYST,"Denver, CO",FALSE,TRUE,,,
11641797,3/29/19 23:16,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11641807,3/29/19 23:30,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11641811,3/29/19 23:45,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11641824,3/30/19 0:00,BUSINESS DATA ANALYST,"South Plainfield, NJ",TRUE,TRUE,,,
11641832,3/30/19 0:00,BUSINESS DATA ANALYST,"Jersey City, NJ",FALSE,TRUE,,,
11641849,3/30/19 0:10,BUSINESS DATA ANALYST,"Houston, TX",TRUE,TRUE,,,
11641871,3/30/19 0:18,BUSINESS DATA ANALYST,"Berkeley, CA",TRUE,FALSE,,,
11641875,3/30/19 1:10,BUSINESS DATA ANALYST,"Hanford, CA",TRUE,TRUE,,,
11641883,3/30/19 1:16,BUSINESS DATA ANALYST,"Marin City, CA",FALSE,TRUE,,,
11641897,3/30/19 2:08,BUSINESS DATA ANALYST,"Cupertino, CA",FALSE,FALSE,,,
11641915,3/30/19 2:35,BUSINESS DATA ANALYST,"Jersey City, NJ",FALSE,TRUE,,,
11641916,3/30/19 3:01,BUSINESS DATA ANALYST,"West Chester, PA",FALSE,FALSE,,,
11641928,3/30/19 4:55,BUSINESS DATA ANALYST,"Anaheim, CA",TRUE,FALSE,,,
11641931,3/30/19 7:50,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11641945,3/30/19 8:35,BUSINESS DATA ANALYST,"Aurora, CO",FALSE,FALSE,,,
11641954,3/30/19 8:47,BUSINESS DATA ANALYST,"San Bruno, CA",TRUE,TRUE,,,
11641956,3/30/19 8:49,BUSINESS DATA ANALYST,"Austin, TX",TRUE,FALSE,,,
11641958,3/30/19 9:00,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE,,,
11641976,3/30/19 9:30,BUSINESS DATA ANALYST,"Chicago, IL",TRUE,FALSE,,,
11641979,3/30/19 10:10,BUSINESS DATA ANALYST,"Jersey City, NJ",FALSE,FALSE,,,
11641990,3/30/19 10:18,BUSINESS DATA ANALYST,"Tempe, AZ",FALSE,TRUE,,,
11641996,3/30/19 11:00,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,FALSE,,,
11642019,3/30/19 11:20,BUSINESS DATA ANALYST,"Milpitas, CA",FALSE,FALSE,,,
11642026,3/30/19 11:20,BUSINESS DATA ANALYST,"Jersey City, NJ",FALSE,FALSE,,,
11642038,3/30/19 11:30,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11642069,3/30/19 11:40,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11642080,3/30/19 12:00,BUSINESS DATA ANALYST,"Irving, TX",FALSE,FALSE,,,
11642110,3/30/19 12:13,BUSINESS DATA ANALYST,"Tempe, AZ",FALSE,FALSE,,,
11642133,3/30/19 12:45,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,TRUE,,,
11642147,3/30/19 13:00,BUSINESS DATA ANALYST,"DC Ranch, AZ",FALSE,FALSE,,,
11642149,3/30/19 13:20,BUSINESS DATA ANALYST,"Portsmouth, VA",TRUE,FALSE,,,
11642153,3/30/19 13:22,BUSINESS DATA ANALYST,"Woodridge, IL",TRUE,FALSE,,,
11642161,3/30/19 13:25,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE,,,
11642164,3/30/19 13:36,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11642185,3/30/19 14:00,BUSINESS DATA ANALYST,"Kent, WA",FALSE,FALSE,,,
11642191,3/30/19 14:06,BUSINESS DATA ANALYST,"Denver, CO",FALSE,TRUE,,,
11642203,3/30/19 14:25,BUSINESS DATA ANALYST,"Marina del Rey, CA",FALSE,FALSE,,,
11642208,3/30/19 14:45,BUSINESS DATA ANALYST,"Redmond, WA",FALSE,FALSE,,,
11642222,3/30/19 15:30,BUSINESS DATA ANALYST,"Manhasset, NY",FALSE,FALSE,,,
11642231,3/30/19 16:00,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11642238,3/30/19 17:00,BUSINESS DATA ANALYST,"Centennial, CO",FALSE,FALSE,,,
11642261,3/30/19 17:00,BUSINESS DATA ANALYST,"Philadelphia, PA",TRUE,FALSE,,,
11642264,3/30/19 17:00,BUSINESS DATA ANALYST,"Glendale, CA",FALSE,TRUE,,,
11642268,3/30/19 17:00,BUSINESS DATA ANALYST,"Chicago, IL",TRUE,FALSE,,,
11642284,3/30/19 17:27,BUSINESS DATA ANALYST,"San Antonio, TX",FALSE,FALSE,,,
11642299,3/30/19 17:30,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,FALSE,,,
11642310,3/30/19 17:40,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11642339,3/30/19 17:50,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE,,,
11642355,3/30/19 18:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11642365,3/30/19 18:00,BUSINESS DATA ANALYST,"Irving, TX",FALSE,TRUE,,,
11642371,3/30/19 18:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11642376,3/30/19 18:03,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE,,,
11642417,3/30/19 18:50,BUSINESS DATA ANALYST,"Centennial, CO",FALSE,FALSE,,,
11642424,3/30/19 18:55,BUSINESS DATA ANALYST,"Charlotte, NC",TRUE,FALSE,,,
11642428,3/30/19 19:07,BUSINESS DATA ANALYST,"San Jose, CA",TRUE,FALSE,,,
11642452,3/30/19 19:20,BUSINESS DATA ANALYST,"Seattle, WA",TRUE,FALSE,,,
11642464,3/30/19 19:27,BUSINESS DATA ANALYST,"Haworth, NJ",TRUE,TRUE,,,
11642493,3/30/19 19:30,BUSINESS DATA ANALYST,"City of Industry, CA",FALSE,FALSE,,,
11642497,3/30/19 20:40,BUSINESS DATA ANALYST,"Seattle, WA",FALSE,TRUE,,,
11642511,3/30/19 20:45,BUSINESS DATA ANALYST,"Santa Clara, CA",FALSE,FALSE,,,
11642523,3/30/19 20:51,BUSINESS DATA ANALYST,"Downers Grove, IL",FALSE,FALSE,,,
11642535,3/30/19 21:11,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11642566,3/30/19 21:27,BUSINESS DATA ANALYST,"Jacksonville, FL",TRUE,FALSE,,,
11642568,3/30/19 21:30,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,TRUE,,,
11642594,3/30/19 21:30,BUSINESS DATA ANALYST,"South San Francisco, CA",FALSE,FALSE,,,
11642596,3/30/19 22:05,BUSINESS DATA ANALYST,"San Francisco, CA",TRUE,FALSE,,,
11642618,3/30/19 23:20,BUSINESS DATA ANALYST,"San Francisco, CA",TRUE,FALSE,,,
11642625,3/30/19 23:30,BUSINESS DATA ANALYST,"Sugar Land, TX",FALSE,TRUE,,,
11642630,3/30/19 23:55,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11642642,3/30/19 23:57,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11642655,3/31/19 0:00,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11642676,3/31/19 0:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11642682,3/31/19 0:00,BUSINESS DATA ANALYST,"Hampton, VA",FALSE,FALSE,,,
11642684,3/31/19 0:00,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11642689,3/31/19 0:29,BUSINESS DATA ANALYST,"Lakewood, CO",FALSE,FALSE,,,
11642693,3/31/19 0:48,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE,,,
11642701,3/31/19 1:00,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11642702,3/31/19 1:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11642703,3/31/19 1:25,BUSINESS DATA ANALYST,"Denver, CO",FALSE,FALSE,,,
11642708,3/31/19 1:30,BUSINESS DATA ANALYST,"Denver, CO",FALSE,FALSE,,,
11642709,3/31/19 2:00,BUSINESS DATA ANALYST,"Denver, CO",FALSE,FALSE,,,
11642711,3/31/19 2:00,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11642718,3/31/19 2:00,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11642730,3/31/19 2:18,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE,,,
11642735,3/31/19 2:22,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11642739,3/31/19 2:50,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11642757,3/31/19 2:50,BUSINESS DATA ANALYST,"Glendale, CA",FALSE,FALSE,,,
11642768,3/31/19 3:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11642772,3/31/19 3:01,BUSINESS DATA ANALYST,"Columbus, OH",FALSE,FALSE,,,
11642775,3/31/19 3:15,BUSINESS DATA ANALYST,"San Francisco, CA",TRUE,FALSE,,,
11642778,3/31/19 3:34,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11642792,3/31/19 4:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11642809,3/31/19 4:00,BUSINESS DATA ANALYST,"Huntersville, NC",TRUE,FALSE,,,
11642836,3/31/19 5:02,BUSINESS DATA ANALYST,"Santa Clara, CA",FALSE,FALSE,,,
11642839,3/31/19 5:10,BUSINESS DATA ANALYST,"Mooresville, NC",FALSE,FALSE,,,
11642845,3/31/19 5:15,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE,,,
11642859,3/31/19 6:40,BUSINESS DATA ANALYST,"Plano, TX",FALSE,FALSE,,,
11642882,3/31/19 8:02,BUSINESS DATA ANALYST,"Chicago, IL",TRUE,FALSE,,,
11642897,3/31/19 8:03,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11642928,3/31/19 8:30,BUSINESS DATA ANALYST,"Lakewood, CO",FALSE,FALSE,,,
11642958,3/31/19 8:50,BUSINESS DATA ANALYST,"Irving, TX",TRUE,TRUE,,,
11642995,3/31/19 8:53,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11643010,3/31/19 9:00,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,TRUE,,,
11643013,3/31/19 9:00,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,FALSE,,,
11643020,3/31/19 9:00,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE,,,
11643022,3/31/19 9:30,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE,,,
11643094,3/31/19 10:24,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11643114,3/31/19 10:26,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11643127,3/31/19 10:50,BUSINESS DATA ANALYST,"Indianapolis, IN",FALSE,FALSE,,,
11643147,3/31/19 11:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11643182,3/31/19 12:10,BUSINESS DATA ANALYST,"Downers Grove, IL",FALSE,FALSE,,,
11643196,3/31/19 12:20,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11643197,3/31/19 12:40,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11643202,3/31/19 12:45,BUSINESS DATA ANALYST,"Tempe, AZ",FALSE,FALSE,,,
11643212,3/31/19 12:45,BUSINESS DATA ANALYST,"San Mateo, CA",TRUE,FALSE,,,
11643221,3/31/19 13:00,BUSINESS DATA ANALYST,"Salt Lake City, UT",FALSE,FALSE,,,
11643240,3/31/19 13:07,BUSINESS DATA ANALYST,"Newport News, VA",FALSE,FALSE,,,
11643246,3/31/19 13:14,BUSINESS DATA ANALYST,"South San Francisco, CA",FALSE,FALSE,,,
11643283,3/31/19 13:30,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE,,,
11643295,3/31/19 13:50,BUSINESS DATA ANALYST,"San Antonio, TX",FALSE,TRUE,,,
11643317,3/31/19 13:55,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE,,,
11643320,3/31/19 14:00,BUSINESS DATA ANALYST,"Lewisville, TX",FALSE,FALSE,,,
11643347,3/31/19 14:20,BUSINESS DATA ANALYST,"Columbus, OH",FALSE,FALSE,,,
11643403,3/31/19 14:45,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11643430,3/31/19 14:54,BUSINESS DATA ANALYST,"San Diego, CA",TRUE,FALSE,,,
11643435,3/31/19 15:30,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11643436,3/31/19 15:40,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11643468,3/31/19 15:43,BUSINESS DATA ANALYST,"Richardson, TX",FALSE,FALSE,,,
11643500,3/31/19 15:45,BUSINESS DATA ANALYST,"Haworth, NJ",FALSE,FALSE,,,
11643510,3/31/19 15:50,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11643515,3/31/19 15:54,BUSINESS DATA ANALYST,"Long Beach, CA",TRUE,FALSE,,,
11643553,3/31/19 16:14,BUSINESS DATA ANALYST,"Redwood City, CA",FALSE,FALSE,,,
11643555,3/31/19 16:50,BUSINESS DATA ANALYST,"Phoenix, AZ",TRUE,FALSE,,,
11643567,3/31/19 17:11,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE,,,
11643594,3/31/19 17:15,BUSINESS DATA ANALYST,"San Francisco, CA",TRUE,FALSE,,,
11643597,3/31/19 17:50,BUSINESS DATA ANALYST,"Denver, CO",FALSE,FALSE,,,
11643613,3/31/19 17:52,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11643623,3/31/19 18:00,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11643635,3/31/19 18:22,BUSINESS DATA ANALYST,"Mountain View, CA",TRUE,FALSE,,,
11643662,3/31/19 18:22,BUSINESS DATA ANALYST,"Horsham, PA",FALSE,FALSE,,,
11643675,3/31/19 18:30,BUSINESS DATA ANALYST,"Newark, NJ",FALSE,FALSE,,,
11643696,3/31/19 19:00,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE,,,
11643737,3/31/19 19:00,BUSINESS DATA ANALYST,"Tempe, AZ",FALSE,TRUE,,,
11643752,3/31/19 19:17,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11643759,3/31/19 19:30,BUSINESS DATA ANALYST,"Mountain View, CA",FALSE,FALSE,,,
11643771,3/31/19 19:35,BUSINESS DATA ANALYST,"San Bruno, CA",TRUE,FALSE,,,
11643791,3/31/19 19:40,BUSINESS DATA ANALYST,"Hampton, VA",FALSE,FALSE,,,
11643799,3/31/19 19:45,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11643807,3/31/19 19:50,BUSINESS DATA ANALYST,"Columbus, OH",FALSE,FALSE,,,
11643820,3/31/19 21:44,BUSINESS DATA ANALYST,"Roanoke, TX",FALSE,FALSE,,,
11643825,3/31/19 22:10,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11643832,3/31/19 22:10,BUSINESS DATA ANALYST,"Milpitas, CA",FALSE,FALSE,,,
11643841,3/31/19 22:30,BUSINESS DATA ANALYST,"Norfolk, VA",FALSE,FALSE,,,
11643847,3/31/19 22:35,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE,,,
11643857,3/31/19 22:40,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11643869,3/31/19 23:27,BUSINESS DATA ANALYST,"Berkeley, CA",FALSE,FALSE,,,
11643908,4/1/19 0:00,BUSINESS DATA ANALYST,"Houston, TX",TRUE,FALSE,,,
11643909,4/1/19 0:00,BUSINESS DATA ANALYST,"Portsmouth, VA",FALSE,FALSE,,,
11643935,4/1/19 0:00,BUSINESS DATA ANALYST,"Chicago, IL",TRUE,FALSE,,,
11643936,4/1/19 0:00,BUSINESS DATA ANALYST,"Anaheim, CA",TRUE,FALSE,,,
11643955,4/1/19 0:00,BUSINESS DATA ANALYST,"Palo Alto, CA",TRUE,FALSE,,,
11643959,4/1/19 0:01,BUSINESS DATA ANALYST,"Palo Alto, CA",TRUE,TRUE,,,
11643971,4/1/19 0:01,BUSINESS DATA ANALYST,"El Segundo, CA",TRUE,TRUE,,,
11644000,4/1/19 0:01,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11644020,4/1/19 0:15,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11644042,4/1/19 0:30,BUSINESS DATA ANALYST,"Denver, CO",FALSE,TRUE,,,
11644050,4/1/19 1:30,BUSINESS DATA ANALYST,"Norfolk, VA",FALSE,FALSE,,,
11644058,4/1/19 1:48,BUSINESS DATA ANALYST,"Bellevue, WA",TRUE,FALSE,,,
11644062,4/1/19 4:00,BUSINESS DATA ANALYST,"Columbus, OH",FALSE,FALSE,,,
11644070,4/1/19 4:30,BUSINESS DATA ANALYST,"Portsmouth, VA",TRUE,FALSE,,,
11644108,4/1/19 5:00,BUSINESS DATA ANALYST,"Chicago, IL",TRUE,FALSE,,,
11644111,4/1/19 5:20,BUSINESS DATA ANALYST,"Richardson, TX",FALSE,FALSE,,,
11644113,4/1/19 6:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11644154,4/1/19 6:46,BUSINESS DATA ANALYST,"Allegheny West, PA",TRUE,FALSE,,,
11644175,4/1/19 7:00,BUSINESS DATA ANALYST,"Horsham, PA",FALSE,FALSE,,,
11644190,4/1/19 7:10,BUSINESS DATA ANALYST,"Pearland, TX",FALSE,TRUE,,,
11644195,4/1/19 7:30,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11644201,4/1/19 7:45,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11644203,4/1/19 8:00,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,TRUE,,,
11644220,4/1/19 9:00,BUSINESS DATA ANALYST,"Salt Lake City, UT",FALSE,FALSE,,,
11644236,4/1/19 9:00,BUSINESS DATA ANALYST,"Los Angeles, CA",TRUE,FALSE,,,
11644271,4/1/19 9:00,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11644315,4/1/19 9:00,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11644318,4/1/19 9:00,BUSINESS DATA ANALYST,"Franklin Lakes, NJ",FALSE,FALSE,,,
11644325,4/1/19 9:50,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11644356,4/1/19 10:00,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11644372,4/1/19 10:00,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,TRUE,,,
11644386,4/1/19 10:00,BUSINESS DATA ANALYST,"Plano, TX",FALSE,FALSE,,,
11644398,4/1/19 10:23,BUSINESS DATA ANALYST,"Lake Success, NY",FALSE,TRUE,,,
11644407,4/1/19 10:30,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11644410,4/1/19 10:46,BUSINESS DATA ANALYST,"Woodcliff Lake, NJ",FALSE,FALSE,,,
11644443,4/1/19 11:00,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11644474,4/1/19 11:20,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11644481,4/1/19 11:45,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE,,,
11644484,4/1/19 12:00,BUSINESS DATA ANALYST,"Phoenix, AZ",TRUE,FALSE,,,
11644491,4/1/19 12:00,BUSINESS DATA ANALYST,"Horsham, PA",FALSE,TRUE,,,
11644499,4/1/19 12:00,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11644509,4/1/19 12:10,BUSINESS DATA ANALYST,"New York, NY",TRUE,TRUE,,,
11644513,4/1/19 12:13,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE,,,
11644516,4/1/19 12:29,BUSINESS DATA ANALYST,"Cupertino, CA",TRUE,FALSE,,,
11644524,4/1/19 12:30,BUSINESS DATA ANALYST,"Dallas, TX",TRUE,FALSE,,,
11644526,4/1/19 12:40,BUSINESS DATA ANALYST,"Horsham, PA",FALSE,TRUE,,,
11644531,4/1/19 13:00,BUSINESS DATA ANALYST,"Los Angeles, CA",TRUE,FALSE,,,
11644546,4/1/19 13:01,BUSINESS DATA ANALYST,"Renton, WA",TRUE,FALSE,,,
11644586,4/1/19 13:14,BUSINESS DATA ANALYST,"Arlington, TX",TRUE,FALSE,,,
11644591,4/1/19 13:30,BUSINESS DATA ANALYST,"Salt Lake City, UT",TRUE,FALSE,,,
11644593,4/1/19 14:28,BUSINESS DATA ANALYST,"Seattle, WA",FALSE,FALSE,,,
11644607,4/1/19 15:00,BUSINESS DATA ANALYST,"Wilmington, DE",FALSE,FALSE,,,
11644617,4/1/19 15:20,BUSINESS DATA ANALYST,"Lake Success, NY",TRUE,FALSE,,,
11644624,4/1/19 15:20,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11644627,4/1/19 15:25,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11644650,4/1/19 15:27,BUSINESS DATA ANALYST,"Bridgeview, IL",FALSE,FALSE,,,
11644656,4/1/19 15:30,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11644662,4/1/19 15:30,BUSINESS DATA ANALYST,"San Mateo, CA",FALSE,FALSE,,,
11644680,4/1/19 15:44,BUSINESS DATA ANALYST,"Plano, TX",TRUE,TRUE,,,
11644684,4/1/19 15:45,BUSINESS DATA ANALYST,"Irving, TX",FALSE,FALSE,,,
11644702,4/1/19 16:00,BUSINESS DATA ANALYST,"Jersey City, NJ",FALSE,FALSE,,,
11644705,4/1/19 16:00,BUSINESS DATA ANALYST,"American Fork, UT",FALSE,FALSE,,,
